PERSON_ID,DISPLAY_FIRST_LAST,BIRTHDATE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,FROM_YEAR,DRAFT_YEAR
1629640,Keldon Johnson,1999-10-11,Kentucky,USA,6-6,220,2,3,Forward-Guard,2019,2019
1630553,Keon Johnson,2002-03-10,Tennessee,USA,6-4,185,0,6,Guard,2021,2021
1626169,Stanley Johnson,1996-05-29,Arizona,USA,6-6,242,6,14,Forward-Guard,2015,2015
203999,Nikola Jokic,1995-02-19,Mega Basket,Serbia,6-11,284,6,15,Center,2015,2014
1630637,Carlik Jones,1997-12-23,Louisville,USA,6-0,174,0,,Guard,2021,Undrafted
1627745,Damian Jones,1995-06-30,Vanderbilt,USA,6-11,245,5,30,Center,2016,2016
1630529,Herbert Jones,1998-10-06,Alabama,USA,6-7,206,0,5,Forward,2021,2021
1630539,Kai Jones,2001-01-19,Texas-Austin,Bahamas,6-10,221,0,23,Center-Forward,2021,2021
1630200,Tre Jones,2000-01-08,Duke,USA,6-1,185,1,33,Guard,2020,2020
1626145,Tyus Jones,1996-05-10,Duke,USA,6-0,196,6,21,Guard,2015,2015
1627884,Derrick Jones Jr.,1997-02-15,UNLV,USA,6-6,210,5,5,Forward,2016,Undrafted
201599,DeAndre Jordan,1988-07-21,Texas A&M,USA,6-11,265,13,9,Center,2008,2008
202709,Cory Joseph,1991-08-20,Texas-Austin,Canada,6-3,200,10,18,Guard,2011,2011
1629662,Mfiondu Kabengele,1997-08-14,Florida State,Canada,6-9,250,3,27,Forward-Center,2019,2019
1630686,Georgios Kalaitzakis,1999-01-02,                                   ,Greece,6-7,192,0,,Forward,2021,2021
1626163,Frank Kaminsky,1993-04-04,Wisconsin,USA,7-0,240,6,,Forward-Center,2015,2015
202683,Enes Freedom,1992-05-20,                                   ,Turkey,6-10,250,10,,Center,2011,2011
1628379,Luke Kennard,1996-06-24,Duke,USA,6-5,206,4,5,Guard,2017,2017
1628994,George King,1994-01-15,Colorado Boulder,USA,6-6,220,1,,Forward-Guard,2018,2018
1629663,Louis King,1999-04-06,Oregon,USA,6-7,205,2,,Forward,2019,Undrafted
1630557,Corey Kispert,1999-03-03,Gonzaga,USA,6-6,224,0,24,Forward,2021,2021
1628467,Maxi Kleber,1992-01-29,Bayern Munich,Germany,6-10,240,4,42,Forward,2017,Undrafted
1630233,Nathan Knight,1997-09-20,William & Mary,USA,6-10,253,1,13,Forward-Center,2020,Undrafted
1628995,Kevin Knox II,1999-08-11,Kentucky,USA,6-7,215,3,5,Forward,2018,2018
1629723,John Konchar,1996-03-22,Indiana-Purdue Fort Wayne,USA,6-5,210,2,46,Guard,2019,Undrafted
1627788,Furkan Korkmaz,1997-07-24,Anadolu Efes,Turkey,6-7,202,4,30,Guard-Forward,2017,2016
1630249,Vit Krejci,2000-06-19,Zaragoza,Czech Republic,6-8,195,0,27,Guard,2021,2020
1629083,Arnoldas Kulboka,1998-01-04,Bilbao,Lithuania,6-10,209,0,98,Forward,2021,2018
1630228,Jonathan Kuminga,2002-10-06,NBA G League Ignite,DRC,6-7,225,0,00,Forward,2021,2021
1628398,Kyle Kuzma,1995-07-24,Utah,USA,6-9,221,4,33,Forward,2017,2017
203897,Zach LaVine,1995-03-10,UCLA,USA,6-5,200,7,8,Guard-Forward,2014,2014
1630237,Anthony Lamb,1998-01-20,Vermont,USA,6-6,227,1,33,Forward,2020,Undrafted
203087,Jeremy Lamb,1992-05-30,Connecticut,USA,6-5,180,9,26,Guard-Forward,2012,2012
1629111,Jock Landale,1995-10-25,                                   ,Australia,6-11,255,0,34,Center,2021,Undrafted
1629641,Romeo Langford,1999-10-25,Indiana,USA,6-5,216,2,35,Guard-Forward,2019,2019
1630639,A.J. Lawson,2000-07-15,South Carolina,Canada,,,0,,,,Undrafted
1627774,Jake Layman,1994-03-07,Maryland,USA,6-8,209,5,10,Forward,2016,2016
1627747,Caris LeVert,1994-08-25,Michigan,USA,6-6,205,5,3,Guard,2016,2016
1627814,Damion Lee,1992-10-21,Drexel,USA,6-5,210,4,1,Guard-Forward,2017,Undrafted
1630240,Saben Lee,1999-06-23,Vanderbilt,USA,6-2,183,1,38,Guard,2020,2020
203458,Alex Len,1993-06-16,Maryland,Ukraine,7-0,250,8,25,Center,2013,2013
202695,Kawhi Leonard,1991-06-29,San Diego State,USA,6-7,225,10,2,Forward,2011,2011
1630665,Matt Lewis,1998-12-21,James Madison,USA,,,0,,,,Undrafted
1630575,Scottie Lewis,2000-03-12,Florida,USA,6-5,185,0,16,Guard,2021,2021
1630184,Kira Lewis Jr.,2001-04-06,Alabama,USA,6-1,170,1,13,Guard,2020,2020
203081,Damian Lillard,1990-07-15,Weber State,USA,6-2,195,9,0,Guard,2012,2012
1629642,Nassir Little,2000-02-11,North Carolina,USA,6-5,220,2,9,Forward-Guard,2019,2019
1630587,Isaiah Livers,1998-07-28,Michigan,USA,6-6,232,0,12,Forward,2021,2021
1626172,Kevon Looney,1996-02-06,UCLA,USA,6-9,222,6,5,Forward,2015,2015
201572,Brook Lopez,1988-04-01,Stanford,USA,7-0,282,13,11,Center,2008,2008
201577,Robin Lopez,1988-04-01,Stanford,USA,7-0,281,13,33,Center,2008,2008
1629712,Didi Louzada,1999-07-02,Sydney Kings,Brazil,6-5,188,1,35,Guard,2020,2019
201567,Kevin Love,1988-09-07,UCLA,USA,6-8,251,13,0,Forward-Center,2008,2008
200768,Kyle Lowry,1986-03-25,Villanova,USA,6-0,196,15,7,Guard,2006,2006
1627789,Timothe Luwawu-Cabarrot,1995-05-09,Mega Basket,France,6-7,215,5,7,Guard-Forward,2016,2016
1626168,Trey Lyles,1995-11-05,Kentucky,Canada,6-9,234,6,41,Forward,2015,2015
1630177,Theo Maledon,2001-06-12,Asvel,France,6-4,175,1,11,Guard,2020,2020
1630572,Sandro Mamukelashvili,1999-05-23,Seton Hall,Georgia,6-9,240,0,54,Forward-Center,2021,2021
1629611,Terance Mann,1996-10-18,Florida State,USA,6-5,215,2,14,Guard-Forward,2019,2019
1630544,Tre Mann,2001-02-03,Florida,USA,6-3,178,0,23,Guard,2021,2021
1626246,Boban Marjanovic,1988-08-15,Crvena zvezda,Serbia,7-3,290,6,51,Center,2015,Undrafted
1628374,Lauri Markkanen,1997-05-22,Arizona,Finland,6-11,240,4,24,Forward-Center,2017,2017
1630230,Naji Marshall,1998-01-24,Xavier,USA,6-7,220,1,8,Forward,2020,Undrafted
1628997,Caleb Martin,1995-09-28,Nevada-Reno,USA,6-5,205,2,16,Forward,2019,Undrafted
1628998,Cody Martin,1995-09-28,Nevada-Reno,USA,6-6,205,2,11,Forward,2019,2019
1630231,Kenyon Martin Jr.,2001-01-06,IMG Academy (FL),USA,6-5,215,1,6,Forward,2020,2020
1629103,Kelan Martin,1995-08-03,Butler,USA,6-5,230,3,21,Forward,2019,Undrafted
1629726,Garrison Mathews,1996-10-24,Lipscomb,USA,6-5,215,2,25,Guard,2019,Undrafted
1630178,Tyrese Maxey,2000-11-04,Kentucky,USA,6-2,200,1,0,Guard,2020,2020
1630219,Skylar Mays,1997-09-05,Louisiana State,USA,6-4,205,1,4,Guard,2020,2020
1630540,Miles McBride,2000-09-08,West Virginia,USA,6-1,195,0,2,Guard,2021,2021
1630644,Mac McClung,1999-01-06,Texas Tech,USA,6-2,185,0,00,Guard,2021,Undrafted
203468,CJ McCollum,1991-09-19,Lehigh,USA,6-3,190,8,3,Guard,2013,2013
204456,T.J. McConnell,1992-03-25,Arizona,USA,6-1,190,6,9,Guard,2015,2015
1630183,Jaden McDaniels,2000-09-29,Washington,USA,6-9,185,1,3,Forward,2020,2020
1629667,Jalen McDaniels,1998-01-31,San Diego State,USA,6-9,205,2,6,Forward-Center,2019,2019
203926,Doug McDermott,1992-01-03,Creighton,USA,6-7,225,7,17,Forward,2014,2014
1630253,Sean McDermott,1996-11-03,Butler,USA,6-6,195,2,30,Forward,2020,Undrafted
201580,JaVale McGee,1988-01-19,Nevada-Reno,USA,7-0,270,13,00,Center-Forward,2008,2008
203585,Rodney McGruder,1991-07-29,Kansas State,USA,6-4,205,5,17,Guard,2016,Undrafted
1630605,JaQuori McLaughlin,1998-01-29,Cal-Santa Barbara,USA,6-4,190,0,,Guard,2021,Undrafted
1629162,Jordan McLaughlin,1996-04-09,Southern California,USA,5-11,185,2,6,Guard,2019,Undrafted
203463,Ben McLemore,1993-02-11,Kansas,USA,6-3,195,8,23,Guard,2013,2013
1629001,De'Anthony Melton,1998-05-28,Southern California,USA,6-2,200,3,0,Guard,2018,2018
1630241,Sam Merrill,1996-05-15,Utah State,USA,6-4,205,1,,Guard,2020,2020
1629002,Chimezie Metu,1997-03-22,Southern California,USA,6-9,225,3,7,Forward-Center,2018,2018
203114,Khris Middleton,1991-08-12,Texas A&M,USA,6-7,222,9,22,Forward,2012,2012
1630627,Isaiah Miller,1997-11-09,North Carolina-Greensboro,USA,,,0,,,,Undrafted
201988,Patty Mills,1988-08-11,St.Mary's College of California,Australia,6-0,180,12,8,Guard,2009,2009
200794,Paul Millsap,1985-02-10,Louisiana Tech,USA,6-7,257,15,8,Forward,2006,2006
1629003,Shake Milton,1996-09-26,Southern Methodist,USA,6-5,205,3,18,Guard-Forward,2018,2018
1630558,Davion Mitchell,1998-09-05,Baylor,USA,6-0,202,0,15,Guard,2021,2021
1628378,Donovan Mitchell,1996-09-07,Louisville,USA,6-1,215,4,45,Guard,2017,2017
1630596,Evan Mobley,2001-06-18,Southern California,USA,6-11,215,0,4,Center,2021,2021
1628370,Malik Monk,1998-02-04,Kentucky,USA,6-3,200,4,11,Guard,2017,2017
1630541,Moses Moody,2002-05-31,Arkansas,USA,6-5,211,0,4,Guard,2021,2021
202734,E'Twaun Moore,1989-02-25,Purdue,USA,6-3,191,11,55,Guard,2011,2011
1629630,Ja Morant,1999-08-10,Murray State,USA,6-3,174,2,12,Guard,2019,2019
1629752,Juwan Morgan,1997-04-17,Indiana,USA,6-7,232,2,16,Forward,2019,Undrafted
202693,Markieff Morris,1989-09-02,Kansas,USA,6-9,245,10,8,Forward,2011,2011
1628420,Monte Morris,1995-06-27,Iowa State,USA,6-2,183,4,11,Guard,2017,2017
202694,Marcus Morris Sr.,1989-09-02,Kansas,USA,6-8,218,10,8,Forward,2011,2011
1628539,Mychal Mulder,1994-06-12,Kentucky,Canada,6-3,195,2,12,Guard,2019,Undrafted
1630530,Trey Murphy III,2000-06-18,Virginia,USA,6-8,206,0,25,Forward,2021,2021
1627749,Dejounte Murray,1996-09-19,Washington,USA,6-4,180,4,5,Guard,2016,2016
1627750,Jamal Murray,1997-02-23,Kentucky,Canada,6-3,215,5,27,Guard,2016,2016
203488,Mike Muscala,1991-07-01,Bucknell,USA,6-10,240,8,33,Forward-Center,2013,2013
1629004,Svi Mykhailiuk,1997-06-10,Kansas,Ukraine,6-7,205,3,14,Guard-Forward,2018,2018
1627846,Abdel Nader,1993-09-25,Iowa State,Egypt,6-5,225,4,,Forward,2017,2016
1626204,Larry Nance Jr.,1993-01-01,Wyoming,USA,6-7,245,6,22,Forward-Center,2015,2015
1630612,RJ Nembhard Jr.,1999-03-22,TCU,USA,6-4,200,0,5,Guard,2021,Undrafted
1630174,Aaron Nesmith,1999-10-16,Vanderbilt,USA,6-5,215,1,26,Guard-Forward,2020,2020
203526,Raul Neto,1992-05-19,Murcia,Brazil,6-2,180,6,19,Guard,2015,2013
1627777,Georges Niang,1993-06-17,Iowa State,USA,6-7,230,5,20,Forward,2016,2016
1630227,Daishen Nix,2002-02-13,NBA G League Ignite,USA,6-4,226,0,15,Guard,2021,Undrafted
1630192,Zeke Nnaji,2001-01-09,Arizona,USA,6-9,240,1,22,Forward-Center,2020,2020
203457,Nerlens Noel,1994-04-10,Kentucky,USA,6-11,220,7,3,Center-Forward,2013,2013
1629669,Jaylen Nowell,1999-07-09,Washington,USA,6-4,201,2,4,Guard,2019,2019
1628373,Frank Ntilikina,1998-07-28,Strasbourg IG,France,6-4,200,4,21,Guard,2017,2017
1629134,Kendrick Nunn,1995-08-03,Oakland,USA,6-2,190,2,12,Guard,2018,Undrafted
203994,Jusuf Nurkic,1994-08-23,Cedevita,Bosnia and Herzegovina,6-11,290,7,27,Center,2014,2014
1628021,David Nwaba,1993-01-14,Cal Poly,USA,6-5,219,5,2,Guard-Forward,2016,Undrafted
1629670,Jordan Nwora,1998-09-09,Louisville,USA,6-8,225,1,13,Forward,2020,2020
203948,Johnny O'Bryant III,1993-06-01,Louisiana State,USA,6-9,257,5,,Forward,2014,2014
1626220,Royce O'Neale,1993-06-05,Baylor,USA,6-5,226,4,23,Forward,2017,Undrafted
1628400,Semi Ojeleye,1994-12-05,Southern Methodist,USA,6-6,240,5,37,Forward,2017,2017
1626143,Jahlil Okafor,1995-12-15,Duke,USA,6-10,270,7,13,Center-Forward,2015,2015
1629643,Chuma Okeke,1998-08-18,Auburn,USA,6-6,229,1,3,Forward,2020,2019
1629006,Josh Okogie,1998-09-01,Georgia Tech,Nigeria,6-4,213,3,20,Guard,2018,2018
1630168,Onyeka Okongwu,2000-12-11,Southern California,USA,6-8,240,1,17,Forward-Center,2020,2020
1630171,Isaac Okoro,2001-01-26,Auburn,USA,6-5,225,1,35,Forward-Guard,2020,2020
1629644,KZ Okpala,1999-04-28,Stanford,USA,6-8,215,2,,Forward-Guard,2019,2019
203506,Victor Oladipo,1992-05-04,Indiana,USA,6-4,213,8,4,Guard,2013,2013
1628419,Cameron Oliver,1996-07-11,Nevada,USA,6-8,239,1,,Forward,2020,Undrafted
203482,Kelly Olynyk,1991-04-19,Gonzaga,Canada,6-11,240,8,13,Forward-Center,2013,2013
1630647,Eugene Omoruyi,1997-02-14,Oregon,Nigeria,6-6,235,0,,Forward,2021,Undrafted
1629671,Miye Oni,1997-08-04,Yale,USA,6-5,206,2,,Guard-Forward,2019,2019
1626224,Cedi Osman,1995-04-08,Anadolu Efes,Turkey,6-7,230,4,16,Forward,2017,2015
1630187,Daniel Oturu,1999-09-20,Minnesota,USA,6-8,240,1,,Center,2020,2020
1626162,Kelly Oubre Jr.,1995-12-09,Kansas,USA,6-6,203,6,12,Forward-Guard,2015,2015
1630698,Kevin Pangos,1993-01-26,Gonzaga,Canada,6-1,179,0,,Guard,2021,Undrafted
203953,Jabari Parker,1995-03-15,Duke,USA,6-7,245,7,,Forward,2014,2014
1629672,Eric Paschall,1996-11-04,Villanova,USA,6-6,255,2,0,Forward,2019,2019
202335,Patrick Patterson,1989-03-14,Kentucky,USA,6-8,235,12,54,Forward,2010,2010
101108,Chris Paul,1985-05-06,Wake Forest,USA,6-0,175,16,3,Guard,2005,2005
1626166,Cameron Payne,1994-08-08,Murray State,USA,6-1,183,6,15,Guard,2015,2015
203901,Elfrid Payton,1994-02-22,Louisana-Lafayette,USA,6-3,195,7,2,Guard,2014,2014
1627780,Gary Payton II,1992-12-01,Oregon State,USA,6-3,195,5,0,Guard,2016,Undrafted
1629617,Reggie Perry,2000-03-21,Mississippi State,USA,6-8,250,1,,Forward-Center,2020,2020
1630691,Jamorko Pickett,1997-12-24,Georgetown,USA,6-9,206,0,24,Forward,2021,Undrafted
1629033,Theo Pinson,1995-11-05,North Carolina,USA,6-5,212,3,1,Guard-Forward,2018,Undrafted
203486,Mason Plumlee,1990-03-05,Duke,USA,6-11,254,8,24,Forward-Center,2013,2013
1627751,Jakob Poeltl,1995-10-15,Utah,Austria,7-1,245,5,25,Center,2016,2016
1630197,Aleksej Pokusevski,2001-12-26,Olympiacos,Serbia,7-0,190,1,17,Forward,2020,2020
1630582,Yves Pons,1999-05-07,Tennessee,France,6-5,206,0,5,Forward,2021,Undrafted
1629673,Jordan Poole,1999-06-19,Michigan,USA,6-4,194,2,3,Guard,2019,2019
1629645,Kevin Porter Jr.,2000-05-04,Southern California,USA,6-4,203,2,3,Guard-Forward,2019,2019
1629008,Michael Porter Jr.,1998-06-29,Missouri,USA,6-10,218,2,1,Forward,2018,2018
203490,Otto Porter Jr.,1993-06-03,Georgetown,USA,6-8,198,8,32,Forward,2013,2013
1626171,Bobby Portis,1995-02-10,Arkansas,USA,6-10,250,6,9,Forward,2015,2015
204001,Kristaps Porzingis,1995-08-02,Cajasol Sevilla,Latvia,7-3,240,5,6,Forward-Center,2015,2015
1630695,Micah Potter,1998-04-06,Wisconsin,USA,6-10,248,0,,Center,2021,Undrafted
203939,Dwight Powell,1991-07-20,Stanford,Canada,6-10,240,7,7,Forward-Center,2014,2014
1626181,Norman Powell,1993-05-25,UCLA,USA,6-3,215,6,24,Guard,2015,2015
1630554,Jason Preston,1999-08-10,Ohio,USA,6-3,181,0,17,Guard,2021,2021
1630563,Joshua Primo,2002-12-24,Alabama,Canada,6-4,189,0,11,Guard,2021,2021
1627752,Taurean Prince,1994-03-22,Baylor,USA,6-6,218,5,12,Forward,2016,2016
1630202,Payton Pritchard,1998-01-28,Oregon,USA,6-1,195,1,11,Guard,2020,2020
1630243,Trevelin Queen,1997-02-25,New Mexico State,USA,6-6,190,0,21,Guard,2021,Undrafted
1629674,Neemias Queta,1999-07-13,Utah State,Portugal,7-0,248,0,88,Center,2021,2021
1630193,Immanuel Quickley,1999-06-17,Kentucky,USA,6-3,190,1,5,Guard,2020,2020
1630186,Jahmi'us Ramsey,2001-06-09,Texas Tech,USA,6-3,190,1,,Guard,2020,2020
1626184,Chasson Randle,1993-02-05,Stanford,USA,6-2,185,5,25,Guard,2016,2015
203944,Julius Randle,1994-11-29,Kentucky,USA,6-8,250,7,30,Forward-Center,2014,2014
1630559,Austin Reaves,1998-05-29,Oklahoma,USA,6-5,197,0,15,Guard,2021,Undrafted
1629629,Cam Reddish,1999-09-01,Duke,USA,6-8,217,2,21,Forward-Guard,2019,2019
1628432,Davon Reed,1995-06-11,Miami,USA,6-5,206,2,9,Guard,2017,2017
1630194,Paul Reed,1999-06-14,DePaul,USA,6-9,210,1,44,Forward,2020,2020
1629675,Naz Reid,1999-08-26,Louisiana State,USA,6-9,264,2,11,Center-Forward,2019,Undrafted
1630208,Nick Richards,1997-11-29,Kentucky,Jamaica,7-0,245,1,14,Center,2020,2020
1626196,Josh Richardson,1993-09-15,Tennessee,USA,6-5,200,6,7,Guard,2015,2015
1630203,Grant Riller,1997-02-08,College of Charleston,USA,6-2,190,2,7,Guard,2020,2020
203085,Austin Rivers,1992-08-01,Duke,USA,6-4,200,9,25,Guard,2012,2012
1629130,Duncan Robinson,1994-04-22,Michigan,USA,6-7,215,3,55,Forward,2018,Undrafted
1629620,Justin Robinson,1997-10-12,Virginia Tech,USA,6-1,195,2,,Guard,2019,2019
1629011,Mitchell Robinson,1998-04-01,Western Kentucky,USA,7-0,240,3,23,Center-Forward,2018,2018
1630526,Jeremiah Robinson-Earl,2000-11-03,Villanova,USA,6-8,242,0,50,Forward,2021,2021
1629676,Isaiah Roby,1998-02-03,Nebraska-Lincoln,USA,6-8,230,2,22,Forward,2019,2019
200765,Rajon Rondo,1986-02-22,Kentucky,USA,6-1,180,15,1,Guard,2006,2006
201565,Derrick Rose,1988-10-04,Memphis,USA,6-2,200,12,4,Guard,2008,2008
203082,Terrence Ross,1991-02-05,Washington,USA,6-6,206,9,31,Guard-Forward,2012,2012
1626179,Terry Rozier,1994-03-17,Louisville,USA,6-1,190,6,3,Guard,2015,2015
201937,Ricky Rubio,1990-10-21,FC Barcelona,Spain,6-2,190,10,99,Guard,2011,2009
1626156,D'Angelo Russell,1996-02-23,Ohio State,USA,6-4,193,6,0,Guard,2015,2015
1630346,Matt Ryan,1997-04-17,Tennessee-Chattanooga,USA,6-7,215,0,,Forward,2021,Undrafted
1627734,Domantas Sabonis,1996-05-03,Gonzaga,Lithuania,6-11,240,5,10,Forward-Center,2016,2016
1629677,Luka Samanic,2000-01-09,                                   ,Croatia,6-10,227,3,19,Forward,2019,2019
203967,Dario Saric,1994-04-08,Anadolu Efes,Croatia,6-10,225,5,20,Forward-Center,2016,2014
203107,Tomas Satoransky,1991-10-30,FC Barcelona,Czech Republic,6-7,210,5,31,Guard,2016,2012
1630648,Jordan Schakel,1998-06-13,San Diego State,USA,6-6,200,0,20,Guard,2021,Undrafted
1629678,Admiral Schofield,1997-03-30,Tennessee,United Kingdom,6-5,241,1,25,Forward,2019,2019
203471,Dennis Schroder,1993-09-15,Braunschweig,Germany,6-1,172,8,17,Guard,2013,2013
1630206,Jay Scrubb,2000-09-01,John A. Logan,USA,6-5,220,1,0,Guard,2020,2020
1627782,Wayne Selden,1994-09-30,Kansas,USA,6-4,232,3,,Guard,2016,2016
1630578,Alperen Sengun,2002-07-25,Besiktas,Turkey,6-10,243,0,28,Center,2021,2021
1629012,Collin Sexton,1999-01-04,Alabama,USA,6-1,190,3,2,Guard,2018,2018
1629013,Landry Shamet,1997-03-13,Wichita State,USA,6-4,190,3,14,Guard,2018,2018
1630549,Day'Ron Sharpe,2001-11-06,North Carolina,USA,6-9,265,0,20,Forward,2021,2021
1627783,Pascal Siakam,1994-04-02,New Mexico State,Cameroon,6-8,230,5,43,Forward,2016,2016
1629735,Chris Silva,1996-09-19,South Carolina,Gabon,6-8,234,2,,Forward,2019,Undrafted
1627732,Ben Simmons,1996-07-20,Louisiana State,Australia,6-11,240,4,10,Guard-Forward,2016,2016
1630603,Aamir Simms,1999-02-17,Clemson,USA,,,0,,,,Undrafted
1630250,Marko Simonovic,1999-10-15,Mega Basket,Montenegro,6-11,220,0,19,Center,2021,2020
1629014,Anfernee Simons,1999-06-08,Edgewater HS (FL),USA,6-3,181,3,1,Guard,2018,2018
1630579,Jericho Sims,1998-10-20,Texas-Austin,USA,6-9,250,0,45,Center,2021,2021
1630606,Javonte Smart,1999-06-03,Louisiana State,USA,6-4,205,0,15,Guard,2021,Undrafted
203935,Marcus Smart,1994-03-06,Oklahoma State,USA,6-4,220,7,36,Guard,2014,2014
1630607,Chris Smith,1999-12-24,UCLA,USA,,,0,,,,Undrafted
1630696,Dru Smith,1997-12-30,Missouri,USA,,,0,,,,Undrafted
202397,Ish Smith,1988-07-05,Wake Forest,USA,6-0,175,11,4,Guard,2010,Undrafted
1630188,Jalen Smith,2000-03-16,Maryland,USA,6-10,215,1,25,Forward-Center,2020,2020
1628372,Dennis Smith Jr.,1997-11-25,North Carolina State,USA,6-2,205,4,,Guard,2017,2017
1630270,Xavier Sneed,1997-12-21,Kansas State,USA,6-5,215,0,19,Forward,2021,Undrafted
203503,Tony Snell,1991-11-10,New Mexico,USA,6-6,213,8,21,Guard,2013,2013
1630531,Jaden Springer,2002-09-25,Tennessee,USA,6-4,202,0,11,Guard,2021,2021
1630199,Cassius Stanley,1999-08-18,Duke,USA,6-5,190,2,2,Guard,2020,2020
1630205,Lamar Stevens,1997-07-09,Penn State,USA,6-6,230,1,8,Forward,2020,Undrafted
1630569,DJ Steward,2001-10-02,Duke,USA,,,0,,,,Undrafted
1630597,DJ Stewart,1999-07-28,Mississippi State,USA,6-5,205,0,18,Guard,2021,Undrafted
1630191,Isaiah Stewart,2001-05-22,Washington,USA,6-8,250,1,28,Forward-Center,2020,2020
1629622,Max Strus,1996-03-28,DePaul,USA,6-5,215,2,31,Guard-Forward,2019,Undrafted
1630591,Jalen Suggs,2001-06-03,Gonzaga,USA,6-5,205,0,4,Guard,2021,2021
1628410,Edmond Sumner,1995-12-31,Xavier,USA,6-4,196,5,5,Guard,2017,2017
1626208,Keifer Sykes,1993-12-30,Wisc.-Green Bay,USA,5-11,167,0,,Guard,2021,Undrafted
1630256,Jae'Sean Tate,1995-10-28,Ohio State,USA,6-4,230,1,8,Forward,2020,Undrafted
1628369,Jayson Tatum,1998-03-03,Duke,USA,6-8,210,4,0,Forward-Guard,2017,2017
1630678,Terry Taylor,1999-09-23,Austin Peay,USA,6-5,230,0,32,Forward,2021,Undrafted
1630617,MaCio Teague,1997-06-11,Baylor,USA,,,0,,,,Undrafted
202066,Garrett Temple,1986-05-08,Louisiana State,USA,6-5,195,11,41,Guard-Forward,2009,Undrafted
1629150,Emanuel Terry,1996-08-21,Lincoln Memorial,USA,6-9,220,1,,Forward,2018,Undrafted
1630179,Tyrell Terry,2000-09-28,Stanford,USA,6-2,160,1,3,Guard,2020,2020
1630257,Jon Teske,1997-05-04,Michigan,USA,7-1,265,0,,Center,2021,Undrafted
1628464,Daniel Theis,1992-04-04,Brose Bamberg,Germany,6-9,245,4,27,Forward-Center,2017,Undrafted
1630271,Brodric Thomas,1997-01-28,Truman State,USA,6-5,185,1,97,Guard,2020,Undrafted
1630560,Cam Thomas,2001-10-13,Louisiana State,Japan,6-3,210,0,24,Guard,2021,2021
1629017,Khyri Thomas,1996-05-08,Creighton,USA,6-3,210,4,13,Guard,2018,2018
1629744,Matt Thomas,1994-08-04,Iowa State,USA,6-3,190,2,21,Guard,2019,Undrafted
1630679,Ethan Thompson,1999-05-04,Oregon State,Puerto Rico,,,0,,,,Undrafted
202691,Klay Thompson,1990-02-08,Washington State,USA,6-6,220,8,11,Guard,2011,2011
202684,Tristan Thompson,1991-03-13,Texas-Austin,Canada,6-9,254,10,3,Center-Forward,2011,2011
1630550,JT Thor,2002-08-26,Auburn,USA,6-9,203,0,21,Forward,2021,2021
1629680,Matisse Thybulle,1997-03-04,Washington,USA,6-5,201,2,22,Guard-Forward,2019,2019
1629681,Killian Tillie,1998-03-05,Gonzaga,France,6-9,220,1,35,Forward-Center,2020,Undrafted
1630214,Xavier Tillman,1999-01-12,Michigan State,USA,6-8,245,1,2,Forward,2020,2020
1630225,Isaiah Todd,2001-10-17,NBA G League Ignite,USA,6-9,219,0,14,Forward,2021,2021
1630167,Obi Toppin,1998-03-04,Dayton,USA,6-9,220,1,1,Forward,2020,2020
1629308,Juan Toscano-Anderson,1993-04-10,Marquette,USA,6-6,209,2,95,Forward,2019,Undrafted
1626157,Karl-Anthony Towns,1995-11-15,Kentucky,USA,6-11,248,6,32,Center-Forward,2015,2015
1629018,Gary Trent Jr.,1999-01-18,Duke,USA,6-5,209,3,33,Guard-Forward,2018,2018
200782,P.J. Tucker,1985-05-05,Texas-Austin,USA,6-5,245,10,17,Forward,2006,2006
1626167,Myles Turner,1996-03-24,Texas-Austin,USA,6-11,250,6,33,Center-Forward,2015,2015
202685,Jonas Valanciunas,1992-05-06,Lietuvos rytas Vilnius,Lithuania,6-11,265,9,17,Center,2012,2011
1627756,Denzel Valentine,1993-11-16,Michigan State,USA,6-4,220,4,,Guard,2016,2016
1627832,Fred VanVleet,1994-02-25,Wichita State,USA,6-1,197,5,23,Guard,2016,Undrafted
1629020,Jarred Vanderbilt,1999-04-03,Kentucky,USA,6-9,214,3,8,Forward,2018,2018
1630170,Devin Vassell,2000-08-23,Florida State,USA,6-5,200,1,24,Guard-Forward,2020,2020
1629216,Gabe Vincent,1996-06-14,California-Santa Barbara,USA,6-3,200,2,2,Guard,2019,Undrafted
202696,Nikola Vucevic,1990-10-24,Southern California,Montenegro,6-10,260,10,9,Center,2011,2011
1629731,Dean Wade,1996-11-20,Kansas State,USA,6-9,228,2,32,Forward-Center,2019,Undrafted
1630532,Franz Wagner,2001-08-27,Michigan,Germany,6-10,220,0,22,Forward,2021,2021
1629021,Moritz Wagner,1997-04-26,Michigan,Germany,6-11,245,3,21,Forward-Center,2018,2018
1630688,Ish Wainright,1994-09-12,Baylor,USA,6-5,250,0,12,Forward,2021,Undrafted
202689,Kemba Walker,1990-05-08,Connecticut,USA,6-0,184,10,8,Guard,2011,2011
1630640,MJ Walker,1998-03-28,Florida State,USA,6-5,213,0,,Guard,2021,Undrafted
1629022,Lonnie Walker IV,1998-12-14,Miami,USA,6-4,204,3,1,Guard-Forward,2018,2018
202322,John Wall,1990-09-06,Kentucky,USA,6-3,210,10,1,Guard,2010,2010
